Topic,Characteristic,Note,Total
Knowledge of languages,            Macedonian,,355
Knowledge of languages,            Polish,,5885
Knowledge of languages,            Russian,,3800
Knowledge of languages,            Rusyn,,135
Knowledge of languages,            Serbo-Croatian,,10055
Knowledge of languages,              Bosnian,,1100
Knowledge of languages,              Croatian,,3435
Knowledge of languages,              Serbian,,7015
Knowledge of languages,"              Serbo-Croatian, n.i.e.",,150
Knowledge of languages,            Slovak,,680
Knowledge of languages,            Slovene (Slovenian),,315
Knowledge of languages,            Ukrainian,,1615
Knowledge of languages,"            Slavic languages, n.i.e.",,10
Knowledge of languages,        Celtic languages,,125
Knowledge of languages,          Irish,,40
Knowledge of languages,          Scottish Gaelic,,30
Knowledge of languages,          Welsh,,45
Knowledge of languages,"          Celtic languages, n.i.e.",,0
Knowledge of languages,        Germanic languages,,20125
Knowledge of languages,          Frisian,,30
Knowledge of languages,          High German languages,,16870
Knowledge of languages,            German,,13955
Knowledge of languages,            Pennsylvania German,,3020
Knowledge of languages,            Swiss German,,170
Knowledge of languages,            Yiddish,,55
Knowledge of languages,          Low Saxon-Low Franconian languages,,3865
Knowledge of languages,            Afrikaans,,285
Knowledge of languages,            Dutch,,2915
Knowledge of languages,"            Low German, n.o.s.",,50
Knowledge of languages,            Low Saxon,,55
Knowledge of languages,            Plautdietsch,,525
Knowledge of languages,            Vlaams (Flemish),,55
Knowledge of languages,          Scandinavian languages,,485
Knowledge of languages,            Danish,,245
Knowledge of languages,            Icelandic,,10
Knowledge of languages,            Norwegian,,80
Knowledge of languages,            Swedish,,160
Knowledge of languages,"          Germanic languages, n.i.e.",,0
Knowledge of languages,        Greek,,1950
Knowledge of languages,        Indo-Iranian languages,,49170
Knowledge of languages,          Indo-Aryan languages,,42590
Knowledge of languages,            Assamese,,20
Knowledge of languages,            Bengali,,1925
Knowledge of languages,            Gujarati,,7870
Knowledge of languages,            Hindi,,19095
Knowledge of languages,            Kacchi,,280
Knowledge of languages,            Kashmiri,,0
Knowledge of languages,            Konkani,,125
Knowledge of languages,            Marathi,,840
Knowledge of languages,            Nepali,,990
Knowledge of languages,            Oriya languages,,45
Knowledge of languages,              Odia,,20
Knowledge of languages,"              Oriya, n.o.s.",,25
Knowledge of languages,            Punjabi (Panjabi),,16175
Knowledge of languages,            Rohingya,,310
Knowledge of languages,            Sindhi,,180
Knowledge of languages,            Sinhala (Sinhalese),,585
Knowledge of languages,            Urdu,,10680
Knowledge of languages,"            Indo-Aryan languages, n.i.e.",,185
Knowledge of languages,          Iranian languages,,7625
Knowledge of languages,            Baluchi,,0
Knowledge of languages,            Kurdish,,1105
Knowledge of languages,            Parsi,,0
Knowledge of languages,            Pashto,,1475
Knowledge of languages,            Persian languages,,5415
Knowledge of languages,              Dari,,1925
Knowledge of languages,              Iranian Persian,,3030
Knowledge of languages,"              Persian (Farsi), n.o.s.",,555
Knowledge of languages,"            Iranian languages, n.i.e.",,65
Knowledge of languages,"          Indo-Iranian languages, n.i.e.",,35
Knowledge of languages,        Italic (Romance) languages,,38675
Knowledge of languages,          Catalan,,35
Knowledge of languages,          Italian,,3495
Knowledge of languages,          Portuguese,,13065
Knowledge of languages,          Romanian,,6235
Knowledge of languages,          Spanish,,17295
Knowledge of languages,"          Italic (Romance) languages, n.i.e.",,55
Knowledge of languages,"        Indo-European languages, n.i.e.",,45
Knowledge of languages,      Japanese,,1275
Knowledge of languages,      Korean,,2905
Knowledge of languages,      Mongolian,,0
Knowledge of languages,      Niger-Congo languages,,3040
Knowledge of languages,        Akan (Twi),,315
Knowledge of languages,        Bamanankan,,0
Knowledge of languages,        Edo,,60
Knowledge of languages,        Éwé,,45
Knowledge of languages,"        Fulah (Pular, Pulaar, Fulfulde)",,10
Knowledge of languages,        Ga,,75
Knowledge of languages,        Ganda,,25
Knowledge of languages,        Gikuyu,,10
Knowledge of languages,        Igbo,,410
Knowledge of languages,        Kinyarwanda (Rwanda),,40
Knowledge of languages,        Lingala,,80
Knowledge of languages,        Luba-Kasai,,25
Knowledge of languages,        Mòoré,,0
Knowledge of languages,        Mwani,,0
Knowledge of languages,        Ndebele,,90
Knowledge of languages,        Rundi (Kirundi),,25
Knowledge of languages,        Shona,,225
Knowledge of languages,        Soninke,,0
Knowledge of languages,        Sotho-Tswana languages,,15
Knowledge of languages,        Swahili,,655
Knowledge of languages,        Wojenaka,,10
Knowledge of languages,        Wolof,,45
Knowledge of languages,        Yoruba,,880
Knowledge of languages,"        Niger-Congo languages, n.i.e.",,480
Knowledge of languages,      Nilo-Saharan languages,,550
Knowledge of languages,        Dinka,,0
Knowledge of languages,        Nuer,,245
Knowledge of languages,"        Nilo-Saharan languages, n.i.e.",,295
Knowledge of languages,"        African, n.o.s.",,30
Knowledge of languages,      Sign languages,,990
Knowledge of languages,        American Sign Language,,865
Knowledge of languages,        Quebec Sign Language,,0
Knowledge of languages,"        Sign languages, n.i.e.",,140
Knowledge of languages,      Sino-Tibetan languages,,15990
Knowledge of languages,        Chinese languages,,15460
Knowledge of languages,          Hakka,,40
Knowledge of languages,          Mandarin,,12735
Knowledge of languages,          Min Dong,,0
Knowledge of languages,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,430
Knowledge of languages,          Wu (Shanghainese),,100
Knowledge of languages,          Yue (Cantonese),,3585
Knowledge of languages,"          Chinese, n.o.s.",,230
Knowledge of languages,"          Chinese languages, n.i.e.",,0
Knowledge of languages,        Tibeto-Burman languages,,535
Knowledge of languages,          Burmese,,300
Knowledge of languages,          Kuki-Chin languages,,250
Knowledge of languages,          Karenic languages,,65
Knowledge of languages,            S'gaw Karen,,60
Knowledge of languages,"            Karenic languages, n.i.e.",,0
Knowledge of languages,          Tibetan,,0
Knowledge of languages,"          Tibeto-Burman languages, n.i.e.",,45
Knowledge of languages,"        Sino-Tibetan languages, n.i.e.",,60
Knowledge of languages,      Tai-Kadai languages,,1485
Knowledge of languages,        Lao,,1325
Knowledge of languages,        Thai,,300
Knowledge of languages,"        Tai-Kadai languages, n.i.e.",,0
Knowledge of languages,      Turkic languages,,2775
Knowledge of languages,        Azerbaijani,,270
Knowledge of languages,        Kazakh,,25
Knowledge of languages,        Turkish,,2470
Knowledge of languages,        Uyghur,,50
Knowledge of languages,        Uzbek,,35
Knowledge of languages,"        Turkic languages, n.i.e.",,55
Knowledge of languages,      Uralic languages,,2100
