Topic,Characteristic,Note,Total
Knowledge of languages,            German,,2845
Knowledge of languages,            Pennsylvania German,,0
Knowledge of languages,            Swiss German,,30
Knowledge of languages,            Yiddish,,25
Knowledge of languages,          Low Saxon-Low Franconian languages,,1385
Knowledge of languages,            Afrikaans,,755
Knowledge of languages,            Dutch,,650
Knowledge of languages,"            Low German, n.o.s.",,0
Knowledge of languages,            Low Saxon,,0
Knowledge of languages,            Plautdietsch,,0
Knowledge of languages,            Vlaams (Flemish),,30
Knowledge of languages,          Scandinavian languages,,295
Knowledge of languages,            Danish,,115
Knowledge of languages,            Icelandic,,10
Knowledge of languages,            Norwegian,,45
Knowledge of languages,            Swedish,,155
Knowledge of languages,"          Germanic languages, n.i.e.",,10
Knowledge of languages,        Greek,,1030
Knowledge of languages,        Indo-Iranian languages,,21870
Knowledge of languages,          Indo-Aryan languages,,19605
Knowledge of languages,            Assamese,,35
Knowledge of languages,            Bengali,,680
Knowledge of languages,            Gujarati,,1405
Knowledge of languages,            Hindi,,8305
Knowledge of languages,            Kacchi,,135
Knowledge of languages,            Kashmiri,,30
Knowledge of languages,            Konkani,,215
Knowledge of languages,            Marathi,,585
Knowledge of languages,            Nepali,,25
Knowledge of languages,            Oriya languages,,85
Knowledge of languages,              Odia,,50
Knowledge of languages,"              Oriya, n.o.s.",,35
Knowledge of languages,            Punjabi (Panjabi),,5570
Knowledge of languages,            Rohingya,,0
Knowledge of languages,            Sindhi,,255
Knowledge of languages,            Sinhala (Sinhalese),,415
Knowledge of languages,            Urdu,,8195
Knowledge of languages,"            Indo-Aryan languages, n.i.e.",,85
Knowledge of languages,          Iranian languages,,2545
Knowledge of languages,            Baluchi,,0
Knowledge of languages,            Kurdish,,120
Knowledge of languages,            Parsi,,0
Knowledge of languages,            Pashto,,485
Knowledge of languages,            Persian languages,,2130
Knowledge of languages,              Dari,,475
Knowledge of languages,              Iranian Persian,,1575
Knowledge of languages,"              Persian (Farsi), n.o.s.",,105
Knowledge of languages,"            Iranian languages, n.i.e.",,0
Knowledge of languages,"          Indo-Iranian languages, n.i.e.",,30
Knowledge of languages,        Italic (Romance) languages,,17615
Knowledge of languages,          Catalan,,10
Knowledge of languages,          Italian,,4670
Knowledge of languages,          Portuguese,,4630
Knowledge of languages,          Romanian,,1280
Knowledge of languages,          Spanish,,8115
Knowledge of languages,"          Italic (Romance) languages, n.i.e.",,25
Knowledge of languages,"        Indo-European languages, n.i.e.",,20
Knowledge of languages,      Japanese,,610
Knowledge of languages,      Korean,,2975
Knowledge of languages,      Mongolian,,0
Knowledge of languages,      Niger-Congo languages,,1280
Knowledge of languages,        Akan (Twi),,115
Knowledge of languages,        Bamanankan,,0
Knowledge of languages,        Edo,,35
Knowledge of languages,        Éwé,,10
Knowledge of languages,"        Fulah (Pular, Pulaar, Fulfulde)",,0
Knowledge of languages,        Ga,,10
Knowledge of languages,        Ganda,,20
Knowledge of languages,        Gikuyu,,25
Knowledge of languages,        Igbo,,170
Knowledge of languages,        Kinyarwanda (Rwanda),,10
Knowledge of languages,        Lingala,,80
Knowledge of languages,        Luba-Kasai,,20
Knowledge of languages,        Mòoré,,0
Knowledge of languages,        Mwani,,0
Knowledge of languages,        Ndebele,,0
Knowledge of languages,        Rundi (Kirundi),,0
Knowledge of languages,        Shona,,40
Knowledge of languages,        Soninke,,0
Knowledge of languages,        Sotho-Tswana languages,,15
Knowledge of languages,        Swahili,,245
Knowledge of languages,        Wojenaka,,0
Knowledge of languages,        Wolof,,0
Knowledge of languages,        Yoruba,,490
Knowledge of languages,"        Niger-Congo languages, n.i.e.",,180
Knowledge of languages,      Nilo-Saharan languages,,35
Knowledge of languages,        Dinka,,0
Knowledge of languages,        Nuer,,0
Knowledge of languages,"        Nilo-Saharan languages, n.i.e.",,20
Knowledge of languages,"        African, n.o.s.",,0
Knowledge of languages,      Sign languages,,200
Knowledge of languages,        American Sign Language,,190
Knowledge of languages,        Quebec Sign Language,,0
Knowledge of languages,"        Sign languages, n.i.e.",,15
Knowledge of languages,      Sino-Tibetan languages,,20735
Knowledge of languages,        Chinese languages,,20690
Knowledge of languages,          Hakka,,85
Knowledge of languages,          Mandarin,,18140
Knowledge of languages,          Min Dong,,0
Knowledge of languages,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,365
Knowledge of languages,          Wu (Shanghainese),,325
Knowledge of languages,          Yue (Cantonese),,3700
Knowledge of languages,"          Chinese, n.o.s.",,65
Knowledge of languages,"          Chinese languages, n.i.e.",,0
Knowledge of languages,        Tibeto-Burman languages,,55
Knowledge of languages,          Burmese,,40
Knowledge of languages,          Kuki-Chin languages,,0
Knowledge of languages,          Karenic languages,,0
Knowledge of languages,            S'gaw Karen,,0
Knowledge of languages,"            Karenic languages, n.i.e.",,0
Knowledge of languages,          Tibetan,,20
Knowledge of languages,"          Tibeto-Burman languages, n.i.e.",,0
Knowledge of languages,"        Sino-Tibetan languages, n.i.e.",,0
Knowledge of languages,      Tai-Kadai languages,,95
Knowledge of languages,        Lao,,40
Knowledge of languages,        Thai,,65
Knowledge of languages,"        Tai-Kadai languages, n.i.e.",,0
Knowledge of languages,      Turkic languages,,1070
Knowledge of languages,        Azerbaijani,,45
Knowledge of languages,        Kazakh,,10
Knowledge of languages,        Turkish,,975
Knowledge of languages,        Uyghur,,45
Knowledge of languages,        Uzbek,,15
Knowledge of languages,"        Turkic languages, n.i.e.",,25
Knowledge of languages,      Uralic languages,,795
Knowledge of languages,        Estonian,,80
Knowledge of languages,        Finnish,,90
Knowledge of languages,        Hungarian,,625
Knowledge of languages,"      Other languages, n.i.e.",,35
Indigenous population,Total - Indigenous identity for the population in private households - 25% sample data,44,212060
Indigenous population,  Indigenous identity,45,1415
Indigenous population,    Single Indigenous responses,46,1300
Indigenous population,      First Nations (North American Indian),,750
Indigenous population,      Métis,,540
Indigenous population,      Inuk (Inuit),,15
Indigenous population,    Multiple Indigenous responses,47,15
Indigenous population,    Indigenous responses not included elsewhere,48,95
Indigenous population,  Non-Indigenous identity,,210645
Indigenous population,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,44,212060
Indigenous population,  Registered or Treaty Indian,49,440
Indigenous population,  Not a Registered or Treaty Indian,,211620
Household characteristics,Total - Private households by tenure - 25% sample data,50,73560
