Topic,Characteristic,Note,Total
Knowledge of languages,          Welsh,,10
Knowledge of languages,"          Celtic languages, n.i.e.",,0
Knowledge of languages,        Germanic languages,,2080
Knowledge of languages,          Frisian,,0
Knowledge of languages,          High German languages,,1480
Knowledge of languages,            German,,1360
Knowledge of languages,            Pennsylvania German,,0
Knowledge of languages,            Swiss German,,20
Knowledge of languages,            Yiddish,,130
Knowledge of languages,          Low Saxon-Low Franconian languages,,435
Knowledge of languages,            Afrikaans,,155
Knowledge of languages,            Dutch,,270
Knowledge of languages,"            Low German, n.o.s.",,0
Knowledge of languages,            Low Saxon,,0
Knowledge of languages,            Plautdietsch,,0
Knowledge of languages,            Vlaams (Flemish),,0
Knowledge of languages,          Scandinavian languages,,215
Knowledge of languages,            Danish,,50
Knowledge of languages,            Icelandic,,30
Knowledge of languages,            Norwegian,,50
Knowledge of languages,            Swedish,,95
Knowledge of languages,"          Germanic languages, n.i.e.",,0
Knowledge of languages,        Greek,,2345
Knowledge of languages,        Indo-Iranian languages,,37370
Knowledge of languages,          Indo-Aryan languages,,9340
Knowledge of languages,            Assamese,,0
Knowledge of languages,            Bengali,,440
Knowledge of languages,            Gujarati,,2685
Knowledge of languages,            Hindi,,3980
Knowledge of languages,            Kacchi,,735
Knowledge of languages,            Kashmiri,,40
Knowledge of languages,            Konkani,,105
Knowledge of languages,            Marathi,,280
Knowledge of languages,            Nepali,,80
Knowledge of languages,            Oriya languages,,45
Knowledge of languages,              Odia,,35
Knowledge of languages,"              Oriya, n.o.s.",,0
Knowledge of languages,            Punjabi (Panjabi),,1120
Knowledge of languages,            Rohingya,,0
Knowledge of languages,            Sindhi,,55
Knowledge of languages,            Sinhala (Sinhalese),,210
Knowledge of languages,            Urdu,,3520
Knowledge of languages,"            Indo-Aryan languages, n.i.e.",,30
Knowledge of languages,          Iranian languages,,28375
Knowledge of languages,            Baluchi,,60
Knowledge of languages,            Kurdish,,450
Knowledge of languages,            Parsi,,65
Knowledge of languages,            Pashto,,185
Knowledge of languages,            Persian languages,,27985
Knowledge of languages,              Dari,,1355
Knowledge of languages,              Iranian Persian,,23975
Knowledge of languages,"              Persian (Farsi), n.o.s.",,2990
Knowledge of languages,"            Iranian languages, n.i.e.",,10
Knowledge of languages,"          Indo-Iranian languages, n.i.e.",,0
Knowledge of languages,        Italic (Romance) languages,,14300
Knowledge of languages,          Catalan,,0
Knowledge of languages,          Italian,,7745
Knowledge of languages,          Portuguese,,1300
Knowledge of languages,          Romanian,,1535
Knowledge of languages,          Spanish,,4410
Knowledge of languages,"          Italic (Romance) languages, n.i.e.",,25
Knowledge of languages,"        Indo-European languages, n.i.e.",,60
Knowledge of languages,      Japanese,,725
Knowledge of languages,      Korean,,5915
Knowledge of languages,      Mongolian,,20
Knowledge of languages,      Niger-Congo languages,,985
Knowledge of languages,        Akan (Twi),,60
Knowledge of languages,        Bamanankan,,0
Knowledge of languages,        Edo,,10
Knowledge of languages,        Éwé,,15
Knowledge of languages,"        Fulah (Pular, Pulaar, Fulfulde)",,0
Knowledge of languages,        Ga,,10
Knowledge of languages,        Ganda,,0
Knowledge of languages,        Gikuyu,,0
Knowledge of languages,        Igbo,,65
Knowledge of languages,        Kinyarwanda (Rwanda),,0
Knowledge of languages,        Lingala,,15
Knowledge of languages,        Luba-Kasai,,0
Knowledge of languages,        Mòoré,,0
Knowledge of languages,        Mwani,,0
Knowledge of languages,        Ndebele,,0
Knowledge of languages,        Rundi (Kirundi),,0
Knowledge of languages,        Shona,,0
Knowledge of languages,        Soninke,,0
Knowledge of languages,        Sotho-Tswana languages,,10
Knowledge of languages,        Swahili,,535
Knowledge of languages,        Wojenaka,,0
Knowledge of languages,        Wolof,,0
Knowledge of languages,        Yoruba,,190
Knowledge of languages,"        Niger-Congo languages, n.i.e.",,70
Knowledge of languages,      Nilo-Saharan languages,,0
Knowledge of languages,        Dinka,,0
Knowledge of languages,        Nuer,,0
Knowledge of languages,"        Nilo-Saharan languages, n.i.e.",,0
Knowledge of languages,"        African, n.o.s.",,15
Knowledge of languages,      Sign languages,,65
Knowledge of languages,        American Sign Language,,45
Knowledge of languages,        Quebec Sign Language,,0
Knowledge of languages,"        Sign languages, n.i.e.",,10
Knowledge of languages,      Sino-Tibetan languages,,58620
Knowledge of languages,        Chinese languages,,58580
Knowledge of languages,          Hakka,,500
Knowledge of languages,          Mandarin,,36480
Knowledge of languages,          Min Dong,,40
Knowledge of languages,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,1110
Knowledge of languages,          Wu (Shanghainese),,600
Knowledge of languages,          Yue (Cantonese),,29985
Knowledge of languages,"          Chinese, n.o.s.",,175
Knowledge of languages,"          Chinese languages, n.i.e.",,15
Knowledge of languages,        Tibeto-Burman languages,,45
Knowledge of languages,          Burmese,,20
Knowledge of languages,          Kuki-Chin languages,,0
Knowledge of languages,          Karenic languages,,0
Knowledge of languages,            S'gaw Karen,,0
Knowledge of languages,"            Karenic languages, n.i.e.",,0
Knowledge of languages,          Tibetan,,0
Knowledge of languages,"          Tibeto-Burman languages, n.i.e.",,0
Knowledge of languages,"        Sino-Tibetan languages, n.i.e.",,0
Knowledge of languages,      Tai-Kadai languages,,125
Knowledge of languages,        Lao,,55
Knowledge of languages,        Thai,,65
Knowledge of languages,"        Tai-Kadai languages, n.i.e.",,15
Knowledge of languages,      Turkic languages,,2620
Knowledge of languages,        Azerbaijani,,805
Knowledge of languages,        Kazakh,,0
Knowledge of languages,        Turkish,,2060
Knowledge of languages,        Uyghur,,0
Knowledge of languages,        Uzbek,,25
Knowledge of languages,"        Turkic languages, n.i.e.",,40
Knowledge of languages,      Uralic languages,,855
Knowledge of languages,        Estonian,,40
Knowledge of languages,        Finnish,,80
Knowledge of languages,        Hungarian,,740
Knowledge of languages,"      Other languages, n.i.e.",,10
Indigenous population,Total - Indigenous identity for the population in private households - 25% sample data,44,200925
Indigenous population,  Indigenous identity,45,510
Indigenous population,    Single Indigenous responses,46,445
Indigenous population,      First Nations (North American Indian),,305
Indigenous population,      Métis,,135
Indigenous population,      Inuk (Inuit),,0
Indigenous population,    Multiple Indigenous responses,47,25
Indigenous population,    Indigenous responses not included elsewhere,48,45
Indigenous population,  Non-Indigenous identity,,200420
Indigenous population,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,44,200925
